hbzId	zdbId
HT013925476	2134743-8
HT012344309	916246-X
HT012344310	916247-1
HT012344550	916562-9
HT017056969	2639347-5
HT017056971	2639349-9
HT017057165	2639546-0
HT017057169	2639551-4
HT012344962	917103-4
HT012344967	917108-3
HT012347205	919753-9
HT012345317	917531-3
HT012634733	1373353-9
HT012634739	1373360-6
HT013078842	2050989-3
HT012346544	918937-3
HT015560825	2429849-9
HT012634882	1373534-2
HT015561077	2430204-1
HT015561243	2430398-7
HT012347003	919489-7
HT012634924	1373581-0
HT015561457	2430649-6
HT012347172	919705-9
HT015561475	2430667-8
HT012634956	1373620-6
HT012634688	1373290-0
HT015561573	2430778-6
HT015561713	2430927-8
HT015561727	2430942-4
HT012634990	1373658-9
HT016147569	2525456-X
HT016147932	2525912-X
HT012634771	1373402-7
HT016147940	2525920-9
HT016147945	2525925-8
HT012634880	1373532-9
HT016147953	2525933-7
HT012332343	882534-8
HT016147954	2525934-9
HT016147956	2525936-2
HT014439819	2195094-5
HT016148047	2526031-5
HT012332416	882623-7
HT012340775	911187-6
HT012332656	882915-9
HT012342024	913266-1
HT012342174	913465-7
HT012342193	913484-0
HT014153740	2149950-0
HT012342368	913733-6
HT015226247	2377613-4
HT012342726	914207-1
HT015226255	2377621-3
HT012334299	895067-2
HT015569570	2431101-7
HT014153762	2149973-1
HT014671854	2140859-2
HT012343111	914707-X
HT012335539	897019-1
HT012343565	915317-2
HT017145950	2651422-9
HT012336505	900974-7
HT012345130	917316-X
HT015219635	2376747-9
HT015219638	2376751-0
HT015219811	2376943-9
HT014945253	2261114-9
HT012337348	901962-5
HT012347219	919770-9
HT012338178	903038-4
HT012338182	903042-6
HT017146097	2651582-9
HT017146098	2651583-0
HT012634890	1373542-1
HT012338219	903087-6
HT012338221	903089-X
HT014155330	2150183-X
HT014155339	2150192-0
HT012635204	1373946-3
HT014155593	2150449-0
HT014155598	2150456-8
HT012339826	910178-0
HT012339835	910188-3
HT012339855	910210-3
HT012339862	910217-6
HT012339866	910221-8
HT017146268	2651766-8
HT012934381	2040189-9
HT015569510	2431192-3
HT012340654	911064-1
HT012332452	882668-7
HT012332499	882723-0
HT018727041	2831334-3
HT014212002	2169346-8
HT012333763	890414-5
HT012333776	890428-5
HT013925049	2134309-3
HT013925055	2134315-9
HT013925190	2134453-X
HT012343346	915024-9
HT012343938	915787-6
HT013925206	2134469-3
HT013925207	2134470-X
HT012334632	895578-5
HT012934879	2040096-2
HT012334905	895956-0
HT012935533	2017427-5
HT012335805	900183-9
HT012335814	900193-1
HT012335818	900197-9
HT012335831	900212-1
HT012344298	916230-6
HT014945132	2260990-8
HT012336649	901142-0
HT012336656	901149-3
HT012344326	916271-9
HT012344529	916534-4
HT014945333	2261196-4
HT014945338	2261201-4
HT018730469	2831744-0
HT012337493	902187-5
HT013925395	2134660-4
HT015219852	2376988-9
HT015220009	2377155-0
HT018730709	2831803-1
HT012344965	917106-X
HT014832652	2248469-3
HT012344970	917111-3
HT012345096	917269-5
HT014945751	2261625-1
HT017056821	2639177-6
HT012338338	903224-1
HT013925492	2134760-8
HT015560623	2429627-2
HT013925497	2134765-7
HT012339192	904412-7
HT012346808	919243-8
HT014946328	2262231-7
HT012339988	910352-1
HT015561057	2430181-4
HT012340027	910395-8
HT015561465	2430657-5
HT012340822	911237-6
HT012347359	919945-7
HT012634684	1373286-9
HT012341692	912182-1
HT012341707	912198-5
HT012342037	913284-3
HT012342362	913721-X
HT012343411	915111-4
HT012344991	917133-2
HT012347029	919523-3
HT012635235	1373980-3
HT012635314	1374073-8
HT015059514	2279350-1
HT012333737	890387-6
HT013078844	2050991-1
HT012335184	896480-4
HT012335187	896484-1
HT012335388	896764-7
HT012335555	897044-0
HT012335752	900123-2
HT012335756	900127-X
HT012335758	900129-3
HT012335769	900142-6
HT012335774	900148-7
HT014944761	2260599-X
HT014944765	2260603-8
HT012335788	900165-7
HT012336581	901064-6
HT014945103	2260960-X
HT014439809	2195082-9
HT012336601	901088-9
HT018599464	2719806-6
HT015059878	2279768-3
HT014945740	2261614-7
HT012337443	902124-3
HT014439900	2195180-9
HT016148294	2526307-9
HT012337448	902131-0
HT014946160	2262057-6
HT014946208	2262105-2
HT014946213	2262110-6
HT014946267	2262168-4
HT014946276	2262177-5
HT014440016	2195301-6
HT012338310	903195-9
HT012338334	903220-4
HT012339153	904367-6
HT012339961	910323-5
HT012339967	910330-2
HT012332929	883219-5
HT012333641	890263-X
HT012341615	912096-8
HT012341617	912099-3
HT018727008	2831298-3
HT012341650	912138-9
HT012342018	913256-9
HT012335166	896433-6
HT018727735	2831401-3
HT015226248	2377614-6
HT021699993	3145711-3
HT012342749	914233-2
HT012335724	900094-X
HT015226585	2378026-5
HT012342759	914248-4
HT018728076	2831464-5
HT012342946	914493-6
HT012336540	901017-8
HT012343107	914699-4
HT014647061	2221631-5
HT012336567	901047-6
HT014647241	2221817-8
HT014647392	2221974-2
HT012344730	916812-6
HT012344733	916815-1
HT012338261	903135-2
HT012338265	903141-8
HT012339085	904290-8
HT012345558	917810-7
HT012346842	919282-7
HT016147657	2525547-2
HT012339118	904330-5
HT012339131	904344-5
HT012347375	919962-7
HT014946062	2261956-2
HT012339890	910246-2
HT014946073	2261968-9
HT016147672	2525562-9
HT012339924	910283-8
HT018730665	2831764-6
HT016147674	2525564-2
HT014946250	2262148-9
HT014946265	2262165-9
HT012340718	911129-3
HT012340747	911158-X
HT018730693	2831786-5
HT015569542	2431617-9
HT014832166	2247965-X
HT016148173	2526179-4
HT014440380	2195679-0
HT014832353	2248163-1
HT014832369	2248179-5
HT014832606	2248420-6
HT015569678	2431219-8
HT012341590	912070-1
HT014832631	2248445-0
HT012635205	1373948-7
HT012342006	913235-1
HT012342716	914195-9
HT012332444	882660-2
HT012332455	882674-2
HT012332491	882714-X
HT012343090	914670-2
HT012332570	882815-5
HT012332875	883159-2
HT012343385	915078-X
HT014153703	2149912-3
HT012344538	916547-2
HT012333086	883456-8
HT012333091	883465-9
HT012345118	917298-1
HT014153717	2149927-5
HT014153726	2149936-6
HT012345541	917792-9
HT012346651	919049-1
HT012333765	890416-9
HT014647072	2221643-1
HT017056204	2638507-7
HT012347183	919718-7
HT014647077	2221648-0
HT017056205	2638508-9
HT012335209	896536-5
HT012335809	900188-8
HT014944653	2260488-1
HT017056580	2638917-4
HT012335839	900220-0
HT012335849	900234-0
HT015219403	2376473-9
HT012335851	900236-4
HT012335852	900239-X
HT012634814	1373452-0
HT012336660	901155-9
HT012634910	1373565-2
HT017057114	2639495-9
HT021678761	3143055-7
HT021678769	3143063-6
HT017057127	2639508-3
HT015219629	2376741-8
HT014155312	2150165-8
HT014155325	2150178-6
HT012337503	902204-1
HT012337506	902207-7
HT012634967	1373632-2
HT014211425	2168751-1
HT012635000	1373673-5
HT014155797	2150662-0
HT012332688	882947-0
HT012333685	890323-2
HT012333688	890326-8
HT015059439	2279266-1
HT018732786	2832080-3
HT012333716	890364-5
HT012335376	896749-0
HT012335384	896760-X
HT012334755	895742-3
HT012335759	900132-3
HT015059664	2279514-5
HT014944754	2260592-7
HT012335792	900170-0
HT014945100	2260957-X
HT015059959	2279861-4
HT014945119	2260977-5
HT014646826	2221389-2
HT014945131	2260989-1
HT012337430	902104-8
HT014945862	2261748-6
HT012336598	901085-3
HT014945882	2261768-1
HT014647087	2221658-3
HT012336607	901094-4
HT014946157	2262054-0
HT012338282	903161-3
HT014647094	2221665-0
HT014946268	2262169-6
HT012337431	902108-5
HT012332831	883106-3
HT012332841	883118-X
HT014647272	2221848-8
HT012333188	883645-0
HT012333193	883655-3
HT014945869	2261755-3
HT014647277	2221854-3
HT014647282	2221859-2
HT014647292	2221869-5
HT014647295	2221872-5
HT014946279	2262182-9
HT012338290	903171-6
HT012333887	890556-3
HT014155315	2150168-3
HT012338326	903212-5
HT012334652	895609-1
HT012339957	910319-3
HT012339971	910335-1
HT012335429	896826-3
HT014211412	2168736-5
HT012340755	911166-9
HT012335908	900312-5
HT014211428	2168754-7
HT017146053	2651536-2
HT014155597	2150455-6
HT017146094	2651579-9
HT012335952	900358-7
HT014211617	2168949-0
HT012336737	901250-3
HT021713538	3146951-6
HT014211790	2169124-1
HT014211796	2169130-7
HT017146162	2651653-6
HT012337590	902301-X
HT012337612	902325-2
HT014211812	2169148-4
HT014212004	2169348-1
HT012338448	903340-3
HT015226064	2377357-1
HT015226074	2377367-4
HT015226078	2377371-6
HT012342194	913486-4
HT012342365	913726-9
HT015226250	2377616-X
HT012342754	914241-1
HT012340077	910447-1
HT015226740	2378201-8
HT015226742	2378203-1
HT012340113	910487-2
HT014671845	2140842-7
HT012343396	915093-6
HT012341790	912288-6
HT012343674	915453-X
HT012341794	912293-X
HT012341803	912302-7
HT012341811	912311-8
HT012342223	913533-9
HT012342391	913767-1
HT012342613	914067-0
HT014907250	2258138-8
HT012344725	916805-9
HT016215888	2533876-6
HT014907505	2258404-3
HT014907509	2258408-0
HT012343132	914733-0
HT016215898	2533886-9
HT014907514	2258415-8
HT012345560	917813-2
HT016215922	2533913-8
HT013925477	2134744-X
HT012346831	919271-2
HT012343428	915128-X
HT013925407	2134672-0
HT014832502	2248313-5
HT017056614	2638951-4
HT017056616	2638953-8
HT017056819	2639175-2
HT016215986	2533980-1
HT017056825	2639181-8
HT012345003	917148-4
HT012345004	917149-6
HT013925478	2134745-1
HT016216090	2534147-9
HT012635169	1373908-6
HT012345204	917403-5
HT015105978	2315947-9
HT016216188	2534247-2
HT016216282	2534349-X
HT012635237	1373982-7
HT012635241	1373987-6
HT012635363	1374157-3
HT012332496	882720-5
HT016216333	2534409-2
HT012332572	882818-0
HT012332873	883156-7
HT016216426	2534537-0
HT012635806	1374807-5
HT012635817	1374823-3
HT012333768	890419-4
HT016216587	2534708-1
HT012635851	1374880-4
HT012334358	895127-5
HT012334627	895568-2
HT012335192	896506-7
HT012333921	890604-X
HT012335213	896540-7
HT012335218	896552-3
HT016147676	2525566-6
HT012333935	890626-9
HT012333941	890635-X
HT014944637	2260472-8
HT012335812	900191-8
HT012334414	895200-0
HT016216689	2534837-1
HT014439818	2195093-3
HT014944658	2260493-5
HT014944787	2260626-9
HT012336633	901123-7
HT016148045	2526029-7
HT014439823	2195099-4
HT015059640	2279488-8
HT016216809	2534971-5
HT014945310	2261173-3
HT016148293	2526306-7
HT014945312	2261175-7
HT018730462	2831738-5
HT014945325	2261188-5
HT018730467	2831745-2
HT012337496	902192-9
HT015219862	2376998-1
HT018730697	2831792-0
HT014945462	2261327-4
HT014945605	2261474-6
HT012337524	902226-0
HT015221150	2377990-1
HT014440158	2195452-5
HT012338354	903240-X
HT014440294	2195589-X
HT012338388	903277-0
HT014946224	2262121-0
HT012339176	904392-5
HT012339182	904398-6
HT012339183	904399-8
HT012339190	904408-5
HT021699969	3145690-X
HT012339993	910357-0
HT012339996	910360-0
HT015059873	2279763-4
HT012340001	910365-X
HT012340019	910383-1
HT012340808	911222-4
HT012340811	911225-X
HT012340817	911232-7
HT012340830	911246-7
HT012340842	911260-1
HT012340857	911276-5
HT012341700	912190-0
HT012341708	912199-7
HT012342030	913277-6
HT012342367	913729-4
HT012343405	915104-7
HT012343416	915116-3
HT012343568	915320-2
HT015222534	2393623-X
HT012344742	916824-2
HT012344749	916834-5
HT012347044	919543-9
HT012347051	919551-8
HT012347225	919780-1
HT012347231	919787-4
HT012635123	1373852-5
HT012635146	1373883-5
HT012635152	1373889-6
HT013924617	2135449-2
HT012635293	1374049-0
HT013078852	2050999-6
HT012635324	1374092-1
HT012635347	1374139-1
HT012635418	1374224-3
HT015059252	2279028-7
HT012332579	882827-1
HT012332818	883093-9
HT012332953	883248-1
HT012332954	883249-3
HT012332964	883260-2
HT018556180	2812545-9
HT013924962	2134221-0
HT015059271	2279051-2
HT015059276	2279056-1
HT012333798	890454-6
HT013925071	2134331-7
HT013925211	2134474-7
HT012333813	890470-4
HT013925214	2134477-2
HT016148051	2526035-2
HT014439886	2195164-0
HT013925418	2134684-7
HT015226063	2377356-X
HT012334370	895139-1
HT015226278	2377644-4
HT012334376	895145-7
HT012334383	895153-6
HT012334388	895161-5
HT012334399	895174-3
HT012334628	895569-4
HT012334911	895962-6
HT012334918	895970-5
HT012335066	896201-7
HT012335075	896213-3
HT012335861	900254-6
HT012335862	900255-8
HT014440295	2195590-6
HT014832524	2248336-6
HT014832797	2248619-7
HT012335889	900292-3
HT012335891	900294-7
TT000299481	507715-1
HT012336697	901197-3
HT021699947	3145662-5
HT012336698	901198-5
HT012336719	901229-1
HT012336725	901235-7
HT021699960	3145680-7
HT012337583	902293-4
HT012338395	903284-8
HT012338398	903287-3
HT012338403	903292-7
HT012338420	903311-7
HT012339204	904425-5
HT012339208	904429-2
HT014646909	2221477-X
HT012339255	904479-6
HT014944965	2260812-6
HT012340042	910410-0
HT012340058	910428-8
HT015059562	2279405-0
HT014945473	2261339-0
HT014945612	2261481-3
HT012340894	911317-4
HT014946092	2261988-4
HT012341731	912224-2
HT014946228	2262125-8
HT012341762	912257-6
HT012342041	913288-0
HT012342054	913307-0
HT015059594	2279439-6
HT014153764	2149975-5
HT012342378	913747-6
HT012342406	913789-0
HT012342603	914055-4
HT014946341	2262244-5
HT014153796	2150008-3
HT012343684	915463-2
HT014153804	2150017-4
HT014153809	2150022-8
HT014153813	2150026-5
HT012343708	915493-0
HT014946367	2262271-8
HT012343721	915507-7
HT012344148	916041-3
HT012344364	916320-7
HT012344366	916323-2
HT012344374	916334-7
HT017056806	2639162-4
HT017056807	2639163-6
HT021699953	3145668-6
HT012344756	916841-2
HT017056960	2639336-0
HT017057141	2639522-8
HT017057144	2639525-3
HT012345158	917349-3
HT015219187	2376149-0
HT012345360	917577-5
HT012345594	917861-2
HT015219422	2376493-4
HT012345599	917866-1
HT018731937	2831884-5
HT018731947	2831896-1
HT018731950	2831900-X
HT015219644	2376757-1
HT015219651	2376765-0
HT012347270	919839-8
HT012347412	920002-2
HT018599183	2817051-9
HT012347437	920027-7
HT013925401	2134666-5
HT013925403	2134668-9
HT012347442	920032-0
HT012635183	1373922-0
HT012635191	1373931-1
HT013925462	2134729-3
HT012635192	1373932-3
HT012635198	1373940-2
HT012635262	1374012-X
HT012635301	1374058-1
HT014155346	2150199-3
HT013925473	2134740-2
HT014155354	2150207-9
HT012635555	1374470-7
HT014155360	2150213-4
HT012635563	1374478-1
HT012635570	1374489-6
HT014155599	2150457-X
HT012332361	882556-7
HT014155608	2150466-0
HT014211634	2168966-0
HT012332597	882848-9
HT012332601	882852-0
HT014832204	2248004-3
HT014211828	2169164-2
HT014211831	2169167-8
HT012333179	883618-8
HT014153826	2150039-3
HT012333189	883646-2
HT012333850	890511-3
HT012333891	890560-5
HT012333894	890566-6
HT012333896	890568-X
HT012334403	895183-4
HT012334407	895189-5
HT012334653	895613-3
HT012334657	895620-0
HT012335231	896568-7
HT012335252	896594-8
HT012335432	896834-2
HT021708598	3146539-0
HT021708603	3146540-7
HT012336772	901288-6
HT012337553	902259-4
HT012337565	902272-7
HT012337574	902283-1
HT012338394	903283-6
HT014155357	2150210-9
HT018773806	2836490-9
HT014211635	2168967-2
HT012339212	904434-6
HT014211814	2169150-2
HT012339242	904466-8
HT012339252	904476-0
HT014944957	2260803-5
HT018727771	2831422-0
HT014945147	2261005-4
HT014945466	2261332-8
HT015059842	2279727-0
HT012340875	911297-2
HT012340884	911307-1
HT014211826	2169162-9
HT012340896	911319-8
HT014945627	2261496-5
HT012341717	912209-6
HT014946095	2261991-4
HT014946225	2262122-2
HT012341760	912255-2
HT012342060	913314-8
HT012342396	913776-2
HT012342404	913786-5
HT012342605	914058-X
HT012342945	914492-4
HT012342954	914503-5
HT014946348	2262251-2
HT012343127	914727-5
HT012343688	915468-1
HT014946362	2262266-4
HT014946365	2262269-X
HT013078867	2051014-7
HT014946378	2262282-2
HT012344356	916312-8
HT012344363	916319-0
HT017145945	2651417-5
HT012344379	916339-6
HT017146043	2651526-X
HT012344586	916606-3
HT012345156	917347-X
HT017146049	2651532-5
HT012345584	917843-0
HT015219425	2376503-3
HT015219429	2376510-0
HT015219545	2376654-2
HT012347243	919808-8
HT012347245	919810-6
HT012347252	919819-2
HT015219649	2376763-7
HT012347264	919831-3
HT012347418	920008-3
HT012347443	920033-2
HT012635464	1374363-6
HT012635558	1374473-2
HT017146234	2651730-9
HT012635797	1374792-7
HT012332509	882735-7
HT012332595	882846-5
HT012332821	883096-4
HT016147679	2525569-1
HT012333855	890516-2
HT012333867	890528-9
HT012333877	890539-3
HT012333880	890544-7
HT012333883	890548-4
HT012333888	890557-5
HT012333890	890559-9
HT012334651	895605-4
HT012334656	895619-4
HT012335233	896570-5
HT012335257	896599-7
HT012335421	896816-0
HT012335923	900327-7
HT012335928	900332-0
HT012335930	900334-4
HT012335953	900359-9
HT012335955	900361-7
HT012336738	901251-5
HT015059259	2279037-8
HT014439895	2195173-1
HT012336782	901302-7
HT012934726	2041376-2
HT012337600	902311-2
HT014440094	2195385-5
HT015225920	2377205-0
HT014440164	2195458-6
HT012338456	903348-8
HT012338458	903350-6
HT012338461	903353-1
HT012338466	903358-0
HT012338468	903360-9
HT012338483	903376-2
HT012338484	903377-4
HT015226293	2377660-2
HT015226297	2377665-1
HT015226301	2377670-5
HT015226434	2377833-7
HT012339266	904492-9
HT012339271	904497-8
HT014440299	2195595-5
HT014832389	2248199-0
HT014832398	2248208-8
HT012340075	910445-8
HT012340081	910451-3
HT012340101	910473-2
HT012340929	911352-6
HT012340954	911377-0
HT012341768	912263-1
HT016215615	2534065-7
HT012341791	912290-4
HT016215624	2534413-4
HT016215631	2534057-8
HT017145502	2650921-0
HT016215664	2534432-8
HT014907139	2258022-0
HT018556866	2812694-4
HT013924958	2134217-9
HT014907248	2258136-4
HT012342621	914075-X
HT014907490	2258388-9
HT012342631	914087-6
HT014907494	2258392-0
HT012342636	914094-3
HT016215887	2533875-4
HT014907503	2258402-X
HT014907507	2258406-7
HT012342974	914529-1
HT013925067	2134327-5
HT013925210	2134473-5
HT016215924	2533915-1
HT016215925	2533916-3
HT015059512	2279348-3
HT012343700	915484-X
HT012343998	915858-3
HT015059746	2279606-X
HT012338471	903363-4
HT012338487	903380-4
HT015059751	2279613-7
HT015226431	2377830-1
HT015226435	2377835-0
HT017056473	2638807-8
HT017056482	2638816-9
HT014832404	2248214-3
HT014832512	2248323-8
HT012339274	904501-6
HT017057181	2639563-0
HT012339305	904541-7
HT012340071	910441-0
HT015996404	2503816-3
HT012340104	910476-8
HT012340107	910479-3
HT015996410	2503822-9
HT012340914	911337-X
HT017145369	2650779-1
HT012340919	911342-3
HT012340927	911350-2
HT012341770	912265-5
HT012341771	912266-7
HT012341777	912272-2
HT016215610	2534874-7
HT015996612	2504069-8
HT016215613	2534574-6
HT015996626	2504083-2
HT012341792	912291-6
HT014906845	2257720-8
HT012341808	912308-8
HT016215633	2534778-0
HT016215655	2534776-7
HT014907000	2257880-8
HT014907136	2258019-0
HT012342612	914066-9
HT015996791	2504259-2
HT015996808	2504292-0
HT018556882	2812710-9
HT018556884	2812713-4
HT014907506	2258405-5
HT012342969	914523-0
HT015059608	2279454-2
HT016215912	2533902-3
HT014907516	2258417-1
HT016215920	2533911-4
HT012343426	915126-6
HT012343702	915486-3
HT012343992	915850-9
HT012344011	915871-6
HT012344015	915875-3
HT012344601	916636-1
HT016215891	2533879-1
HT016215951	2533944-8
HT016215955	2533948-5
HT016215958	2533951-5
HT017056622	2638961-7
HT016215979	2533973-4
HT016215991	2533985-0
HT016215994	2533988-6
HT017056832	2639204-5
HT016216004	2533998-9
HT017056987	2639367-0
HT017057178	2639560-5
HT017057184	2639566-6
HT012345170	917361-4
HT013946317	2136491-6
HT016216097	2534154-6
HT012345177	917368-7
HT012345184	917376-6
HT012345200	917392-4
HT012345351	917566-0
HT016216183	2534242-3
HT012345622	917890-9
HT015988751	2502477-2
HT015105990	2315935-2
HT012345638	917910-0
HT016216279	2534346-4
HT012634552	1373114-2
HT015106116	2315809-8
HT016216291	2534359-2
HT016216295	2534364-6
HT012635340	1374128-7
HT012635344	1374133-0
HT015989223	2503056-5
HT015989225	2503058-9
HT015989235	2503068-1
HT015989239	2503072-3
HT015989241	2503074-7
HT015989425	2503291-4
HT012635398	1374194-9
HT016216323	2534393-2
HT016216338	2534449-3
HT016216414	2534525-4
HT016216417	2534528-X
HT012635819	1374828-2
HT016216455	2534568-0
HT016216466	2534581-3
HT012635838	1374854-3
HT015989717	2503607-5
HT016216606	2534727-5
HT012635852	1374882-8
HT015219014	2375963-X
HT015106565	2315360-X
HT012635911	1374962-6
HT015219026	2375975-6
HT015989725	2503616-6
HT015219218	2376244-5
HT012332587	882838-6
HT015219431	2376512-4
HT012332970	883266-3
HT012332975	883275-4
HT012333182	883623-1
HT015219884	2377020-X
HT012333914	890597-6
HT015219893	2377029-6
HT012333926	890612-9
HT012333938	890632-4
HT016216817	2534979-X
HT012334470	895295-4
HT018727045	2831336-7
HT016217011	2535188-6
HT016217016	2535196-5
HT016217030	2535210-6
HT016217060	2535243-X
HT016217090	2535274-X
HT016087193	2519166-4
HT012336000	900407-5
HT012336799	901320-9
HT012336812	901335-0
HT012336816	901339-8
HT012336823	901348-9
HT018730721	2831819-5
HT012337646	902368-9
HT012337650	902372-0
HT012338505	903399-3
HT012334415	895203-6
HT016216742	2534894-2
HT016216934	2535102-3
HT014646828	2221393-4
HT016216937	2535105-9
HT014647406	2221988-2
HT016216942	2535110-2
HT014647412	2221994-8
HT016216957	2535127-8
HT016217005	2535181-3
HT016217021	2535201-5
HT016217025	2535205-2
HT012334932	895992-4
HT016217049	2535232-5
HT016217097	2535281-7
HT012335425	896822-6
HT018728087	2831479-7
HT014832184	2247983-1
HT018728088	2831476-1
HT018728092	2831485-2
HT012335963	900370-8
HT015996418	2503830-8
HT018729304	2831661-7
HT015996609	2504066-2
HT015996613	2504070-4
HT015996614	2504071-6
HT012336001	900408-7
HT014540241	2207673-6
HT015996788	2504255-5
HT014540244	2207676-1
HT015996792	2504260-9
HT015996794	2504262-2
HT012336795	901316-7
HT012336811	901333-7
HT015997288	2504822-3
HT015997290	2504824-7
HT012336831	901356-8
HT018730711	2831810-9
HT012336835	901361-1
HT012337648	902370-7
HT012337657	902379-3
HT012337660	902382-3
HT012337687	902410-4
HT012338507	903401-8
HT012338517	903411-0
HT012338527	903421-3
HT012338543	903437-7
HT012339321	904558-2
HT015226085	2377379-0
HT012339326	904564-8
HT015226087	2377383-2
HT015226303	2377672-9
HT012339335	904576-4
HT015226304	2377673-0
HT015226441	2377841-6
HT012340149	910526-8
HT012340974	911398-8
HT013945980	2136147-2
HT012340983	911407-5
HT014646850	2221416-1
HT012341010	911434-8
HT013946236	2136407-2
HT014647280	2221857-9
HT014647413	2221995-X
HT015059558	2279401-3
HT015059559	2279402-5
HT014647422	2222004-5
HT021688404	3143983-4
HT012341839	912366-0
HT015059627	2279474-8
HT015059631	2279479-7
HT015988749	2502475-9
HT012342408	913791-9
HT015988760	2502486-3
HT015988761	2502487-5
HT015988765	2502491-7
HT012342420	913805-5
HT015989007	2502795-5
HT012342961	914512-6
HT015989228	2503061-9
HT015059811	2279688-5
HT012343176	914789-5
HT012343439	915145-X
HT012344017	915877-7
HT012344182	916083-8
HT012344623	916671-3
HT012345220	917423-0
HT015989436	2503304-9
HT015989440	2503308-6
HT012345251	917458-8
HT012345361	917578-7
HT012345648	917920-3
HT012345652	917924-0
HT012345673	917945-8
HT017056232	2638535-1
HT014907023	2257903-5
HT014907039	2257920-5
HT012635546	1374460-4
HT012635549	1374463-X
HT012635580	1374504-9
HT015105995	2315930-3
HT016215698	2534036-0
HT016215700	2534423-7
HT017056609	2638946-0
HT012635978	1375052-5
HT016215730	2534938-7
HT012636093	1375204-2
HT012636102	1375216-9
HT016215910	2533900-X
HT015059511	2279347-1
HT012636139	1375267-4
HT016216149	2534206-X
HT015059758	2279621-6
HT012636250	1375406-3
HT012636311	1375472-5
HT017056481	2638815-7
HT017056634	2638985-X
HT017056967	2639345-1
HT012332825	883100-2
HT012332897	883182-8
HT012333088	883458-1
HT017057172	2639554-X
HT016216357	2534468-7
HT012333965	890669-5
HT016216622	2534743-3
HT012334976	896051-3
HT016216765	2534922-3
HT012336042	900454-3
HT012336054	900466-X
HT016216789	2534951-X
HT016216818	2534980-6
HT012336064	900476-2
HT016216823	2534985-5
HT012336844	901371-4
HT016216926	2535094-8
HT012334447	895255-3
HT012334452	895263-2
HT012334453	895265-6
HT012334458	895274-7
HT016216952	2535122-9
HT012334663	895631-5
HT012334667	895637-6
HT014539666	2207785-6
HT016216993	2535167-9
HT016217033	2535213-1
HT016217037	2535218-0
HT012334933	895993-6
HT012335264	896606-0
HT012335268	896611-4
HT016217089	2535273-8
HT016217094	2535278-7
HT012335960	900367-8
HT014832396	2248206-4
HT014832667	2248484-X
HT014832800	2248622-7
HT012336004	900411-7
HT012336802	901324-6
HT012336828	901353-2
HT012336829	901354-4
HT012337682	902405-0
HT012338545	903439-0
HT015226077	2377370-4
HT015226081	2377375-3
HT012339350	904592-2
HT012339356	904600-8
HT012339361	904607-0
HT012340130	910505-0
HT013925221	2134484-X
HT012340163	910540-2
HT012340968	911391-5
HT015226871	2378335-7
HT012340980	911404-X
HT012340996	911420-8
HT018599185	2817049-0
HT012341011	911435-X
HT013925443	2134710-4
HT013925446	2134713-X
HT012341018	911444-0
HT012341019	911445-2
HT013925453	2134720-7
HT013925456	2134723-2
HT012341825	912325-8
HT017145378	2650788-2
HT012341847	913009-3
HT014540249	2207682-7
HT012342226	913538-8
HT014540251	2207684-0
HT012342234	913547-9
HT014540253	2207686-4
HT012342422	913807-9
HT012342630	914086-4
HT012343153	914758-5
HT012343158	914763-9
HT014540617	2208069-7
HT014578216	2211883-4
HT014540653	2208110-0
HT012344155	916048-6
HT012344172	916072-3
HT012344175	916075-9
HT012344621	916666-X
HT015996167	2504541-6
HT012344627	916675-0
HT012344779	916870-9
HT012344780	916871-0
HT012345217	917420-5
HT012345218	917421-7
HT015996945	2504438-2
HT012345221	917424-2
HT015996950	2504444-8
HT015996951	2504445-X
HT012345653	917925-2
HT012345664	917936-7
HT014906855	2257730-0
HT012345675	917947-1
HT014907011	2257891-2
HT014907016	2257896-1
HT014907020	2257900-X
HT014907025	2257905-9
HT014907032	2257913-8
HT012635532	1374440-9
HT012635538	1374449-5
HT012635577	1374500-1
HT012635587	1374511-6
HT016215682	2534033-5
HT016215684	2534766-4
HT016215688	2534074-8
HT012636048	1375149-9
HT015106573	2315352-0
HT016215939	2533931-X
HT013945977	2136144-7
HT016216015	2534009-8
HT012636239	1375393-9
HT015106779	2315146-8
HT012636310	1375471-3
HT012636315	1375476-2
HT012332448	882664-X
HT016216355	2534466-3
HT016216373	2534484-5
HT012333978	890682-8
HT012333994	890708-0
HT012334000	890717-1
HT013925065	2134325-1
HT012334797	895794-0
HT012334973	896048-3
HT012334977	896052-5
HT012335438	896843-3
HT012336014	900422-1
HT012336019	900428-2
HT016216686	2534834-6
HT016216755	2534912-0
HT012336029	900439-7
HT012336030	900440-3
HT015988784	2502512-0
HT016216776	2534934-X
HT013946683	2136860-0
HT014832221	2248024-9
HT016216820	2534982-X
HT012336065	900478-6
HT015989033	2502828-5
HT013946714	2136892-2
HT014832401	2248211-8
HT014832403	2248213-1
HT014832514	2248325-1
HT015989283	2503118-1
HT015989687	2503576-9
HT015989688	2503577-0
HT012345146	917337-7
HT012345570	917826-0
HT012345573	917830-2
HT012347021	919512-9
HT012347024	919515-4
HT015989713	2503603-8
HT012347025	919516-6
HT012347035	919532-4
HT012347039	919536-1
HT012347041	919540-3
HT012347226	919781-3
HT012635115	1373844-6
HT018732831	2832103-0
HT016215973	2533966-7
HT016216002	2533996-5
HT016216031	2534086-4
